AssemblyAccession	GenomeSize	ProteinCount
GCF_900108965.1	5084459	4651
GCF_900109025.1	3840840	3421
GCF_900109075.1	4158306	3629
GCF_900109085.1	2181898	2041
GCF_900109115.1	6507138	5760
GCF_900109135.1	3090512	2772
GCF_900109165.1	3101161	3028
GCF_900109175.1	4721122	4293
GCF_900109185.1	3501127	3265
GCF_900109255.1	5662104	4469
GCF_900109285.1	3562860	3458
GCF_900109325.1	2638902	2388
GCF_900109345.1	4163533	3590
GCF_900109375.1	5309872	4591
GCF_900109465.1	9538627	8496
GCF_900109565.1	3272897	3109
GCF_900109575.1	6780495	5421
GCF_900109685.1	8387119	6365
GCF_900109705.1	4013190	3692
GCF_900109725.1	3716433	3325
GCF_900109735.1	3682314	3427
GCF_900109855.1	3774967	3683
GCF_900109885.1	3716692	3288
GCF_900109925.1	4643403	4415
GCF_900109935.1	4478932	3922
GCF_900110015.1	3632506	3628
GCF_900110025.1	3964038	3783
GCF_900110065.1	3551153	3332
GCF_900110105.1	8225572	6648
GCF_900110135.1	3796802	3627
GCF_900110165.1	3808945	3616
GCF_900110225.1	2712870	2445
GCF_900110245.1	8546563	6703
GCF_900110255.1	9005705	7482
GCF_900110265.1	3497205	3152
GCF_900110285.1	4610056	4368
GCF_900110345.1	3468523	3250
GCF_900110375.1	3520953	2995
GCF_900110425.1	4088599	3870
GCF_900110435.1	5272456	4743
GCF_900110485.1	4433598	4051
GCF_900110555.1	4875221	4526
GCF_900110575.1	9861953	8874
GCF_900110585.1	4037907	3682
GCF_900110605.1	4089033	3699
GCF_900110645.1	6220808	4651
GCF_900110675.1	1958489	1828
GCF_900110735.1	6067124	5249
GCF_900110775.1	4019514	3794
GCF_900110815.1	2061411	2003
GCF_900110835.1	8316369	6593
GCF_900110855.1	4788555	4392
GCF_900110875.1	5131990	4478
GCF_900110925.1	5358739	4749
GCF_900110955.1	8684108	7998
GCF_900110965.1	2721342	2390
GCF_900111005.1	9441135	8691
GCF_900111015.1	4427055	3904
GCF_900111075.1	4045707	3418
GCF_900111095.1	4735181	4294
GCF_900111105.1	3294717	3089
GCF_900111115.1	3420562	3117
GCF_900111135.1	2135967	1896
GCF_900111155.1	5789302	4642
GCF_900111175.1	7588185	6503
GCF_900111195.1	4071593	3919
GCF_900111225.1	3542729	3215
GCF_900111245.1	7175483	5943
GCF_900111285.1	2937914	2809
GCF_900111295.1	4435185	4181
GCF_900111305.1	3734199	3475
GCF_900111315.1	4233461	4024
GCF_900111355.1	2821134	2671
GCF_900111365.1	2808950	2443
GCF_900111375.1	4330933	3991
GCF_900111395.1	3550975	2842
GCF_900111405.1	3488694	3425
GCF_900111445.1	3913837	3881
GCF_900111455.1	4828156	4419
GCF_900111515.1	4405206	3719
GCF_900111545.1	3351072	2955
GCF_900111555.1	4218891	3818
GCF_900111575.1	2300172	2246
GCF_900111595.1	3458343	2965
GCF_900111615.1	3768981	3484
GCF_900111685.1	10051191	9386
GCF_900111735.1	5852045	5115
GCF_900111755.1	3306525	2953
GCF_900111765.1	10824667	8408
GCF_900111785.1	4008709	3747
GCF_900111795.1	2625421	2587
GCF_900111815.1	3340964	3275
GCF_900111865.1	3448881	3335
GCF_900111885.1	7020699	6476
GCF_900111945.1	3754758	3673
GCF_900111985.1	4337414	3809
GCF_900112005.1	5119527	4240
GCF_900112045.1	3670765	3404
GCF_900112085.1	3082721	2587
GCF_900112165.1	1501400	1469
GCF_900112225.1	5580237	4851
GCF_900112235.1	3083561	2834
GCF_900112245.1	4460741	3798
GCF_900112255.1	4249974	3542
GCF_900112265.1	6094166	5217
GCF_900112295.1	4482831	3926
GCF_900112325.1	6407610	5680
GCF_900112335.1	4976641	4698
GCF_900112345.1	3921832	3656
GCF_900112355.1	6482745	5419
GCF_900112365.1	8512335	7125
GCF_900112395.1	4816342	3882
GCF_900112455.1	2491452	2263
GCF_900112485.1	4080971	3418
GCF_900112505.1	4328295	4061
GCF_900112515.1	4148996	3790
GCF_900112545.1	4068972	3805
GCF_900112555.1	7777251	7125
GCF_900112575.1	6041292	4885
GCF_900112595.1	3649358	3084
GCF_900112605.1	2687697	2652
GCF_900112645.1	4992198	4531
GCF_900112675.1	5077528	4441
GCF_900112685.1	4626107	4313
GCF_900112695.1	6620053	5781
GCF_900112705.1	3314552	3246
GCF_900112765.1	5240643	4572
GCF_900112775.1	4222819	3660
GCF_900112795.1	3899561	2877
GCF_900112845.1	8270097	6860
GCF_900112865.1	5005584	4357
GCF_900112885.1	3113820	2533
GCF_900112895.1	2539887	2265
GCF_900112925.1	7468281	6522
GCF_900112975.1	3471047	2972
GCF_900113005.1	5094324	3996
GCF_900113025.1	3316135	3155
GCF_900113035.1	5335586	4728
GCF_900113045.1	5504183	4436
GCF_900113055.1	2899750	2631
GCF_900113085.1	2733540	2492
GCF_900113125.1	4092525	3931
GCF_900113135.1	4298571	3685
GCF_900113175.1	3382342	3176
GCF_900113195.1	3644832	3459
GCF_900113265.1	3552645	3449
GCF_900113275.1	4449795	3912
GCF_900113325.1	3538879	3313
GCF_900113335.1	5215335	4939
GCF_900113375.1	4329743	3731
GCF_900113435.1	3671544	3505
GCF_900113445.1	2455506	2087
GCF_900113485.1	4524655	4093
GCF_900113605.1	4357925	3975
GCF_900113635.1	3083807	2733
GCF_900113645.1	2978824	2756
GCF_900113675.1	2437433	2160
GCF_900113695.1	6027197	5265
GCF_900113745.1	4149587	3756
GCF_900113865.1	9273799	8177
GCF_900113905.1	5108022	4617
GCF_900113935.1	3640212	3435
GCF_900113945.1	5119810	4234
GCF_900113955.1	4398584	4183
GCF_900113965.1	3191470	2742
GCF_900114085.1	3140132	2635
GCF_900114115.1	4254075	3707
GCF_900114155.1	3158780	2850
GCF_900114165.1	4137344	3971
GCF_900114205.1	3006884	2835
GCF_900114215.1	6338888	5494
GCF_900114235.1	2554689	2367
GCF_900114255.1	6273155	5867
GCF_900114315.1	6384459	5855
GCF_900114325.1	3865941	3307
GCF_900114375.1	5323773	4862
GCF_900114385.1	4992138	4590
GCF_900114535.1	6845277	6477
GCF_900114545.1	2991186	2799
GCF_900114595.1	4352996	3767
GCF_900114615.1	5413664	5031
GCF_900114645.1	4611824	4216
GCF_900114705.1	6830503	5916
GCF_900114715.1	3516738	3453
GCF_900114725.1	3409712	2982
GCF_900114765.1	3934694	3612
GCF_900114775.1	4029256	3620
GCF_900114805.1	2904476	2769
GCF_900114825.1	3141501	2860
GCF_900114935.1	4521864	4188
GCF_900114945.1	3664904	3090
GCF_900114965.1	3834446	3519
GCF_900114975.1	2808342	2628
GCF_900115005.1	7361511	6726
GCF_900115015.1	3265911	2977
GCF_900115035.1	4197592	4079
GCF_900115045.1	3508271	3030
GCF_900115085.1	4635835	3828
GCF_900115095.1	10255144	9183
GCF_900115105.1	3190947	3161
GCF_900115145.1	3688496	3258
GCF_900115155.1	3303539	3114
GCF_900115165.1	4283675	4056
GCF_900115175.1	3839018	3413
GCF_900115185.1	3314721	2981
GCF_900115195.1	3561198	2992
GCF_900115205.1	3206962	2807
GCF_900115225.1	5339722	4663
GCF_900115305.1	4093442	3500
GCF_900115505.1	4690050	4448
GCF_900115555.1	5270473	4621
GCF_900115565.1	5955155	5448
GCF_900115585.1	2899438	2801
GCF_900115595.1	4543020	4362
GCF_900115605.1	2704097	2567
GCF_900115615.1	2444910	2449
GCF_900115625.1	3614063	3597
GCF_900115655.1	2815061	2226
GCF_900115665.1	6168047	4876
GCF_900115695.1	5489814	5111
GCF_900115715.1	4607575	4159
GCF_900115765.1	2579145	2302
GCF_900115775.1	6017345	4913
GCF_900115805.1	3607666	3559
GCF_900115835.1	5005930	4746
GCF_900115855.1	6043725	5284
GCF_900115905.1	3443471	3114
GCF_900115955.1	10153412	9145
GCF_900115975.1	3652244	3584
GCF_900116115.1	3484703	3053
GCF_900116135.1	6291299	5547
GCF_900116225.1	3844399	3271
GCF_900116235.1	3568596	3346
GCF_900116355.1	5815702	4995
GCF_900116405.1	3681289	3401
GCF_900116425.1	3567068	3074
GCF_900116445.1	9892286	8556
GCF_900116515.1	5869713	5369
GCF_900116545.1	3724570	3550
GCF_900116555.1	4924010	4293
GCF_900116565.1	2858357	2337
GCF_900116615.1	5426160	4565
GCF_900116635.1	3182127	2608
GCF_900116645.1	8489111	7126
GCF_900116665.1	4209902	3648
GCF_900116705.1	4038005	3660
GCF_900116805.1	3789420	3626
GCF_900117315.1	4216923	3958
GCF_900119105.1	8244109	6454
GCF_900119145.1	3922041	3400
GCF_900119185.1	5026272	4137
GCF_900119495.1	1684407	1405
GCF_900119695.1	1946898	1668
GCF_900119705.1	1671491	1428
GCF_900119735.1	3137549	2863
GCF_900119825.1	4075245	3746
GCF_900119845.1	4221709	3973
GCF_900119915.1	2176737	1924
GCF_900120125.1	1804814	1563
GCF_900120165.1	1741785	1574
GCF_900120245.1	1892549	1583
GCF_900120345.1	3500754	3271
GCF_900120375.1	1864878	1655
GCF_900120385.1	2276769	1939
GCF_900120405.1	2087160	1901
GCF_900128415.1	2080215	1953
GCF_900128425.1	2190109	1955
GCF_900128445.1	2633422	2299
GCF_900128455.1	4075696	3259
GCF_900128465.1	2300105	1683
GCF_900128475.1	3949838	3249
GCF_900128485.1	2353688	2146
GCF_900128495.1	3974623	3214
GCF_900128505.1	6483439	4848
GCF_900128885.1	2331365	2168
GCF_900128905.1	4118748	3131
GCF_900128925.1	3960292	3622
GCF_900128965.1	2489535	2260
GCF_900128975.1	4297655	4016
GCF_900129025.1	5048302	3843
GCF_900129035.1	2534569	2288
GCF_900129055.1	3184472	2719
GCF_900129075.1	2760766	2654
GCF_900129085.1	2124342	1916
GCF_900129095.1	4314257	3628
GCF_900129115.1	2409754	2322
GCF_900129125.1	3964820	3761
GCF_900129135.1	4839287	4301
GCF_900129155.1	5038537	4549
GCF_900129175.1	2312367	2183
GCF_900129185.1	4635841	3984
GCF_900129195.1	3116019	2982
GCF_900129205.1	2448719	2275
GCF_900129215.1	7828785	6561
GCF_900129225.1	2659575	2410
GCF_900129265.1	2655018	2533
GCF_900129275.1	5551910	4405
GCF_900129285.1	2881643	2786
GCF_900129295.1	4677460	4059
GCF_900129305.1	4239823	3593
GCF_900129325.1	5237791	4862
GCF_900129345.1	3858813	3729
GCF_900129355.1	3844441	3613
GCF_900129385.1	4198109	3679
GCF_900129445.1	3967303	3348
GCF_900129465.1	7130081	5751
GCF_900129485.1	3463618	3361
GCF_900129495.1	4740866	4521
GCF_900129555.1	4871623	4106
GCF_900129565.1	4910645	4277
GCF_900129575.1	3463995	2846
GCF_900129585.1	3692790	3074
GCF_900129685.1	3284915	3206
GCF_900129725.1	8357597	6698
GCF_900129785.1	4978503	4082
GCF_900129815.1	2622699	2427
GCF_900129825.1	3800678	3259
GCF_900129865.1	4128320	3712
GCF_900129885.1	5641410	5124
GCF_900129905.1	4983771	4606
GCF_900129915.1	2234370	2218
GCF_900129935.1	5558020	5065
GCF_900129955.1	6472246	5874
GCF_900129965.1	4474501	4128
GCF_900129975.1	3710653	3138
GCF_900130005.1	3482404	2956
GCF_900130015.1	4977298	4390
GCF_900130035.1	3242070	2728
GCF_900130045.1	4029999	3362
GCF_900130055.1	4600598	4494
GCF_900130065.1	4198214	3810
GCF_900130075.1	3784322	3489
GCF_900130135.1	3977103	3192
GCF_900141715.1	3377931	2929
GCF_900141785.1	5345319	4637
GCF_900141815.1	4322488	3729
GCF_900141825.1	3420924	3035
GCF_900141835.1	4153026	3848
GCF_900141845.1	4987666	4440
GCF_900141855.1	5036817	4104
GCF_900141865.1	2781134	2601
GCF_900141885.1	3280715	2939
GCF_900141905.1	5342582	4950
GCF_900141935.1	4362450	3419
GCF_900141975.1	4190965	3929
GCF_900141985.1	7172933	6055
GCF_900141995.1	3574415	3393
GCF_900142005.1	4034121	3589
GCF_900142025.1	3413166	3296
GCF_900142055.1	2846831	2585
GCF_900142075.1	4262456	3959
GCF_900142095.1	2890486	2554
GCF_900142105.1	3583033	3312
GCF_900142135.1	6467702	5183
GCF_900142145.1	3858006	3708
GCF_900142165.1	4402942	3985
GCF_900142175.1	4578396	3906
GCF_900142205.1	5034103	3918
GCF_900142215.1	6621268	5604
GCF_900142225.1	2818024	2628
GCF_900142235.1	2639825	2573
GCF_900142245.1	4060624	3667
GCF_900142255.1	3045912	2934
GCF_900142265.1	3546077	3429
GCF_900142375.1	4020963	3797
GCF_900142415.1	3139689	2614
GCF_900142435.1	1367921	1478
GCF_900142445.1	5142650	4467
GCF_900142455.1	3242118	2725
GCF_900142565.1	3443921	3064
GCF_900142575.1	8164374	6787
GCF_900142595.1	9356146	7878
GCF_900142615.1	4687840	4098
GCF_900142635.1	4017490	3424
GCF_900142655.1	4809638	4396
GCF_900142675.1	4243036	4084
GCF_900142715.1	5610979	4590
GCF_900142755.1	4957973	4334
GCF_900142775.1	4230539	3445
GCF_900142805.1	2516660	2483
GCF_900142885.1	3902806	3307
GCF_900142895.1	3110197	2781
GCF_900142955.1	5217774	4491
GCF_900142975.1	4010099	3441
GCF_900142985.1	7525217	7000
GCF_900142995.1	2264710	2296
GCF_900143005.1	9579923	8607
GCF_900143065.1	6675676	5833
GCF_900143075.1	5675162	4497
GCF_900143085.1	3981756	3659
GCF_900143095.1	6174096	5434
GCF_900143195.1	3284487	3069
GCF_900143205.1	3394947	3032
GCF_900143255.1	2741424	2347
GCF_900143265.1	2146020	1945
GCF_900143285.1	5606984	5170
GCF_900143645.1	5420325	4617
GCF_900143685.1	2009306	1738
GCF_900148505.1	5165242	4292
GCF_900148515.1	4802154	3988
GCF_900149625.2	1101914	905
GCF_900149755.1	7599012	6798
GCF_900155355.1	4507778	3861
GCF_900155365.1	1876212	1630
GCF_900155385.1	3435644	3089
GCF_900155395.1	2468696	2318
GCF_900155425.1	5015786	3900
GCF_900155435.1	3348996	2680
GCF_900155525.1	3465670	2877
GCF_900155535.1	2263348	2020
GCF_900155585.1	1822826	1676
GCF_900155605.1	2007569	1642
GCF_900155625.1	4753046	4424
GCF_900155635.1	1748607	1545
GCF_900155655.1	3323400	2529
GCF_900155685.1	5824920	4990
GCF_900155735.1	2841380	2705
GCF_900155865.1	5308568	4246
GCF_900155945.1	4680330	4259
GCF_900155965.1	6790845	5628
GCF_900156105.1	3309052	2819
GCF_900156155.1	5110391	4605
GCF_900156255.1	3524418	3392
GCF_900156265.1	3976993	3666
GCF_900156285.1	3222148	2908
GCF_900156305.1	3052035	2928
GCF_900156375.1	6263229	5641
GCF_900156415.1	4474059	3845
GCF_900156495.1	4441008	4046
GCF_900156535.1	3698163	3489
GCF_900156605.1	4638036	3942
GCF_900156635.1	4569005	4094
GCF_900156645.1	2900825	2817
GCF_900156675.1	3859465	3406
GCF_900156705.1	2584100	2568
GCF_900156755.1	2994480	2802
GCF_900156785.1	4107843	3474
GCF_900156835.1	4570660	4287
GCF_900156865.1	4556449	4265
GCF_900156875.1	5481671	4914
GCF_900156895.1	7013874	6384
GCF_900156915.1	4347501	4184
GCF_900157305.1	2965660	2613
GCF_900157375.1	6015470	5470
GCF_900157385.1	6029582	5526
GCF_900162825.1	2820896	2327
GCF_900166625.1	4312404	4118
GCF_900166635.1	4485339	4203
GCF_900166965.1	4525300	3904
GCF_900166975.1	4420947	3865
GCF_900167025.1	2521032	2143
GCF_900167065.1	3266412	2819
GCF_900167075.1	4089980	3520
GCF_900167095.1	3512709	3085
GCF_900167115.1	2872342	2388
GCF_900167135.1	8552642	6725
GCF_900167145.1	2507809	2191
GCF_900167155.1	5037269	4375
GCF_900167185.1	2840584	2704
GCF_900167255.1	4158727	3893
GCF_900167275.1	2580907	2502
GCF_900167305.1	2163332	2072
GCF_900167335.1	2794241	2633
GCF_900167365.1	4652084	4220
GCF_900167405.1	2217574	1932
GCF_900167435.1	5663707	4812
GCF_900167445.1	5802910	5293
GCF_900167455.1	6769764	6462
GCF_900167465.1	3571247	3266
GCF_900167475.1	3422026	3284
GCF_900167515.1	3602225	3472
GCF_900167525.1	4846016	4289
GCF_900167535.1	6292356	4927
GCF_900167555.1	3241569	2851
GCF_900167605.1	3131359	2936
GCF_900167905.1	3329778	2988
GCF_900167935.1	4211145	3624
GCF_900167945.1	6736930	5583
GCF_900167975.1	7241272	5745
GCF_900168015.1	4028641	3499
GCF_900168025.1	2814227	2697
GCF_900168055.1	4829924	3986
GCF_900168065.1	7934943	6306
GCF_900168125.1	5050264	4228
GCF_900168155.1	3915786	3106
GCF_900168325.1	4843551	4448
GCF_900169075.1	4864679	4240
GCF_900169485.1	1447956	1200
GCF_900169525.1	3030206	2628
GCF_900169565.1	4084817	3719
GCF_900169715.1	2428374	2120
GCF_900170035.1	6677998	5154
GCF_900176005.1	3334124	3287
GCF_900176045.1	1929433	1977
GCF_900176145.1	3861015	3658
GCF_900176165.1	6650868	5981
GCF_900176275.1	4626202	4314
GCF_900176285.1	3696795	3181
GCF_900176325.1	1382195	1274
GCF_900176335.1	2890610	2649
GCF_900176355.1	5191417	4847
GCF_900176365.1	5035799	3922
GCF_900176375.1	4711560	3919
GCF_900176415.1	3555791	3106
GCF_900176475.1	4449490	4146
GCF_900176505.1	6077111	4874
GCF_900176515.1	12276125	10852
GCF_900176525.1	8639486	8068
GCF_900176595.1	5987195	4887
GCF_900176655.1	2161687	1761
GCF_900176865.1	2384437	2158
GCF_900176885.1	4300368	3818
GCF_900177275.1	4367405	3972
GCF_900177405.1	2807353	2743
GCF_900177645.1	5287600	4226
GCF_900177665.1	4741005	3996
GCF_900177725.1	7718996	6697
GCF_900177735.1	2684322	2518
GCF_900177745.1	2540854	2431
GCF_900177775.1	2574939	2376
GCF_900177895.1	2187398	2091
GCF_900182545.1	5433285	5100
GCF_900182555.1	4434397	3704
GCF_900182565.1	3425405	3244
GCF_900182575.1	3342189	2802
GCF_900182585.1	1727484	1845
GCF_900182595.1	6345322	5417
GCF_900182605.1	4644534	3456
GCF_900182655.1	5179889	4528
GCF_900183385.1	3180595	2971
GCF_900183975.1	4328441	3292
GCF_900184255.1	4215834	3632
GCF_900184295.1	6093513	5283
GCF_900184705.1	2574431	2181
GCF_900185565.1	4306099	3716
GCF_900185615.1	4380538	3744
GCF_900185625.1	4455676	3841
GCF_900185775.1	2045026	1572
GCF_900186465.1	2403152	2139
GCF_900186505.1	2377193	1987
GCF_900186615.1	3732097	3023
GCF_900186835.1	2287213	2002
GCF_900186975.1	2175244	1747
GCF_900186985.1	2613271	2369
GCF_900186995.1	2181355	1962
GCF_900187005.1	2095116	1980
GCF_900187015.1	5209973	4695
GCF_900187035.1	2230342	2053
GCF_900187045.1	2627820	2232
GCF_900187055.1	2643976	2332
GCF_900187065.1	4950685	4517
GCF_900187075.1	2439098	2320
GCF_900187085.1	2384128	2109
GCF_900187095.1	3735697	3299
GCF_900187105.1	2192577	2092
GCF_900187135.1	2453761	2121
GCF_900187145.1	4532317	4143
GCF_900187165.1	2435419	2277
GCF_900187175.1	4392177	3503
GCF_900187185.1	2764880	2545
GCF_900187205.1	5743123	4938
GCF_900187215.1	2565606	2329
GCF_900187235.1	2377532	1956
GCF_900187255.1	2688499	2287
GCF_900187265.1	5274756	4706
GCF_900187285.1	2041290	1775
GCF_900187295.1	3011567	2678
GCF_900187305.1	2552522	2261
GCF_900187315.1	2814137	2726
GCF_900187355.1	2989256	2645
GCF_900187375.1	5060948	4185
GCF_900187885.1	3216964	2914
GCF_900187985.1	2368811	2250
GCF_900188005.1	10031706	8751
GCF_900188045.1	4117706	3990
GCF_900188055.1	6929445	6304
GCF_900188095.1	5381115	4801
GCF_900188125.1	6311006	5740
GCF_900188145.1	5388996	5048
GCF_900188155.1	4725422	4264
GCF_900188175.1	5973733	4941
GCF_900188205.1	4892778	4552
GCF_900188225.1	3535439	3226
GCF_900188235.1	4101932	3359
GCF_900188245.1	3880061	3262
GCF_900188265.1	4858213	4546
GCF_900188275.1	5520745	4798
GCF_900188345.1	10782574	9190
GCF_900188355.1	3903672	3328
GCF_900188395.1	1739348	1740
GCF_900188405.1	9808662	8451
GCF_900188415.1	4269365	3605
GCF_900188425.1	5174374	4980
GCF_900188445.1	8572960	7684
GCF_900188485.1	8644972	7921
GCF_900197575.1	2413782	2155
GCF_900197685.1	1673477	1564
GCF_900197855.1	1659532	1580
GCF_900198195.1	4614879	3984
GCF_900198465.1	2391202	2017
GCF_900198475.1	1364612	1297
GCF_900198605.1	1831101	1796
GCF_900198635.1	1415141	1354
GCF_900199515.1	2507078	2399
GCF_900199545.1	3656448	2910
GCF_900199635.1	3145951	2850
GCF_900199705.1	1737929	1436
GCF_900199725.1	5231817	4917
GCF_900205955.1	6963675	6528
GCF_900207575.1	3806065	3469
GCF_900207585.1	4511824	4326
GCF_900215145.1	5519188	5044
GCF_900215205.1	10906727	9978
GCF_900215245.1	6511547	5801
GCF_900215335.1	4974702	4093
GCF_900215415.1	7379133	6432
GCF_900215465.1	4444453	3812
GCF_900215535.1	4669744	3993
GCF_900215605.1	5198252	4676
GCF_900215625.1	3389510	3368
GCF_900215725.1	1673080	1555
GCF_900217235.1	4217908	3887
GCF_900217755.1	3485606	3169
GCF_900217795.1	4050949	3829
GCF_900217815.1	3833743	3604
GCF_900217905.1	4350020	3877
GCF_900218015.1	5383361	4817
GCF_900220965.1	3977008	3765
GCF_900220975.1	6576489	6103
GCF_900220985.1	4192799	3864
GCF_900220995.1	2610395	2556
GCF_900221025.1	3556478	3258
GCF_900230175.1	3026577	2785
GCF_900230225.1	7807294	6112
GCF_900230255.1	5275453	4881
GCF_900231165.1	5449775	4949
GCF_900232875.1	3822891	3167
GCF_900232995.1	6192024	5172
GCF_900233005.1	5725871	4812
GCF_900235925.1	4319181	3876
GCF_900240005.1	8505509	7658
GCF_900240215.1	3936881	3093
GCF_900240265.1	2860181	2642
GCF_900240275.1	1678325	1513
GCF_900240335.1	3073441	2701
GCF_900241015.1	185014	157
GCF_900243045.1	7114556	6018
GCF_900250125.1	7023887	6103
GCF_900258505.1	3092588	2553
GCF_900269665.1	9465194	8324
GCF_900289045.1	3844677	3553
GCF_900289115.1	2452619	2292
GCF_900290285.1	2587005	2255
GCF_900291985.1	4220244	3756
GCF_900292015.1	5607630	4591
GCF_900312785.1	5748378	5136
GCF_900312975.1	2769591	2646
GCF_900324035.1	8156021	7215
GCF_900327275.1	2469803	1666
GCF_900343095.1	2320245	2020
GCF_900343145.1	2759000	2542
GCF_900411315.1	2311850	2137
GCF_900411375.1	3070030	2751
GCF_900417275.1	4842631	4536
GCF_900465055.1	4433651	3765
GCF_900474605.1	2421598	2299
GCF_900474615.1	2811859	2690
GCF_900475025.1	1872314	1785
GCF_900475315.1	1832904	1691
GCF_900475375.1	3874791	3397
GCF_900475405.1	4481118	3993
GCF_900475445.1	2000351	1850
GCF_900475625.1	2494328	2356
GCF_900475675.1	1793521	1572
GCF_900475835.1	2749647	2462
GCF_900475855.1	4286000	3759
GCF_900475885.1	1993258	1851
GCF_900475915.1	1988850	1769
GCF_900475975.1	1932951	1781
GCF_900476035.1	2022832	1845
GCF_900476105.1	832213	639
GCF_900476125.1	821059	645
GCF_900476175.1	832598	655
GCF_900476215.1	1576607	1386
GCF_900476255.1	2133352	1692
GCF_900477945.1	1934644	1752
GCF_900477975.1	2414649	2022
GCF_900478025.1	2178089	2021
GCF_900478035.1	2335089	2109
GCF_900478045.1	2695970	2377
GCF_900478115.1	4579834	4096
GCF_900478135.1	3976274	3400
GCF_900478165.1	4384366	4010
GCF_900492555.1	3073411	2753
GCF_900499005.1	2562402	2114
GCF_900537995.1	4493348	3953
GCF_900538275.1	3518882	3129
GCF_900560965.1	6868303	6139
GCF_900566185.1	2672202	2324
GCF_900603025.1	5269097	4785
GCF_900604295.1	5590009	4984
GCF_900604315.1	4275917	3843
GCF_900604385.1	3270862	2548
GCF_900605005.1	2816509	2501
GCF_900605495.1	4516356	3595
GCF_900607225.1	3476625	2976
GCF_900607235.1	6704054	5445
GCF_900609045.1	3123030	2998
GCF_900609065.1	3516484	3160
GCF_900626135.1	2874011	2889
GCF_900626145.1	3444574	3377
GCF_900626155.1	1836452	1722
GCF_900626215.1	3142062	2592
GCF_900626275.1	4659174	4347
GCF_900631605.1	3261460	2927
GCF_900635295.1	2610800	2381
GCF_900635775.1	2230476	2004
GCF_900635955.1	4778444	4267
GCF_900636255.1	2430678	2218
GCF_900636445.1	1950305	1733
GCF_900636505.1	2015375	1834
GCF_900636535.1	5606922	4982
GCF_900636575.1	2084744	1848
GCF_900636675.1	6407029	5649
GCF_900636685.1	2784939	2553
GCF_900636765.1	2569389	2296
GCF_900636915.1	2337153	2059
GCF_900636925.1	5199761	4768
GCF_900636945.1	4368765	3925
